,Genre,Tags,Positive Reviews,Negative Reviews,Copies Sold,Positive Percentage
41779,Gore,Adventure,84,16,20000-50000,0.84
41780,Gore,Gore,84,16,20000-50000,0.84
41781,Action,Action,84,16,20000-50000,0.84
41782,Action,Adventure,84,16,20000-50000,0.84
41783,Action,Gore,84,16,20000-50000,0.84
41784,Adventure,Action,84,16,20000-50000,0.84
41785,Adventure,Adventure,84,16,20000-50000,0.84
41786,Adventure,Gore,84,16,20000-50000,0.84
41787,Strategy,Action,84,16,20000-50000,0.84
41788,Strategy,Adventure,84,16,20000-50000,0.84
41789,Strategy,Gore,84,16,20000-50000,0.84
41790,Action,Action,197,32,20000-50000,0.8602620087336245
41791,Action,Indie,197,32,20000-50000,0.8602620087336245
41792,Indie,Action,197,32,20000-50000,0.8602620087336245
41793,Indie,Indie,197,32,20000-50000,0.8602620087336245
41794,Action,Action,36,69,200000-500000,0.34285714285714286
41795,Action,Indie,36,69,200000-500000,0.34285714285714286
41796,Indie,Action,36,69,200000-500000,0.34285714285714286
41797,Indie,Indie,36,69,200000-500000,0.34285714285714286
41798,Action,Action,800,206,20000-50000,0.7952286282306164
41799,Action,Open World,800,206,20000-50000,0.7952286282306164
41800,Action,Female Protagonist,649,148,50000-100000,0.8143036386449184
41801,Adventure,Female Protagonist,649,148,50000-100000,0.8143036386449184
41802,Indie,Female Protagonist,649,148,50000-100000,0.8143036386449184
41803,Adventure,Early Access,270,109,20000-50000,0.712401055408971
41804,Adventure,Strategy,270,109,20000-50000,0.712401055408971
41805,Indie,Early Access,270,109,20000-50000,0.712401055408971
41806,Indie,Strategy,270,109,20000-50000,0.712401055408971
41807,Strategy,Early Access,270,109,20000-50000,0.712401055408971
41808,Strategy,Strategy,270,109,20000-50000,0.712401055408971
41809,Early Access,Early Access,270,109,20000-50000,0.712401055408971
41810,Early Access,Strategy,270,109,20000-50000,0.712401055408971
41811,Indie,Indie,26,23,20000-50000,0.5306122448979592
41812,Indie,Simulation,26,23,20000-50000,0.5306122448979592
41813,Indie,Sports,26,23,20000-50000,0.5306122448979592
41814,Simulation,Indie,26,23,20000-50000,0.5306122448979592
41815,Simulation,Simulation,26,23,20000-50000,0.5306122448979592
41816,Simulation,Sports,26,23,20000-50000,0.5306122448979592
41817,Sports,Indie,26,23,20000-50000,0.5306122448979592
41818,Sports,Simulation,26,23,20000-50000,0.5306122448979592
41819,Sports,Sports,26,23,20000-50000,0.5306122448979592
41820,Indie,Indie,99,30,20000-50000,0.7674418604651163
41821,Indie,Strategy,99,30,20000-50000,0.7674418604651163
41822,Strategy,Indie,99,30,20000-50000,0.7674418604651163
41823,Strategy,Strategy,99,30,20000-50000,0.7674418604651163
41824,Simulation,Early Access,3207,636,100000-200000,0.834504293520687
41825,Simulation,Sandbox,3207,636,100000-200000,0.834504293520687
41826,Simulation,Multiplayer,3207,636,100000-200000,0.834504293520687
41827,Early Access,Early Access,3207,636,100000-200000,0.834504293520687
41828,Early Access,Sandbox,3207,636,100000-200000,0.834504293520687
41829,Early Access,Multiplayer,3207,636,100000-200000,0.834504293520687
41830,Adventure,Free to Play,315,97,50000-100000,0.7645631067961165
41831,Adventure,Puzzle,315,97,50000-100000,0.7645631067961165
41832,Adventure,Massively Multiplayer,315,97,50000-100000,0.7645631067961165
41833,Casual,Free to Play,315,97,50000-100000,0.7645631067961165
41834,Casual,Puzzle,315,97,50000-100000,0.7645631067961165
41835,Casual,Massively Multiplayer,315,97,50000-100000,0.7645631067961165
41836,Free to Play,Free to Play,315,97,50000-100000,0.7645631067961165
41837,Free to Play,Puzzle,315,97,50000-100000,0.7645631067961165
41838,Free to Play,Massively Multiplayer,315,97,50000-100000,0.7645631067961165
41839,Indie,Free to Play,315,97,50000-100000,0.7645631067961165
41840,Indie,Puzzle,315,97,50000-100000,0.7645631067961165
41841,Indie,Massively Multiplayer,315,97,50000-100000,0.7645631067961165
41842,Massively Multiplayer,Free to Play,315,97,50000-100000,0.7645631067961165
41843,Massively Multiplayer,Puzzle,315,97,50000-100000,0.7645631067961165
41844,Massively Multiplayer,Massively Multiplayer,315,97,50000-100000,0.7645631067961165
41845,RPG,Free to Play,315,97,50000-100000,0.7645631067961165
41846,RPG,Puzzle,315,97,50000-100000,0.7645631067961165
41847,RPG,Massively Multiplayer,315,97,50000-100000,0.7645631067961165
41848,Strategy,Free to Play,315,97,50000-100000,0.7645631067961165
41849,Strategy,Puzzle,315,97,50000-100000,0.7645631067961165
41850,Strategy,Massively Multiplayer,315,97,50000-100000,0.7645631067961165
41851,Action,Free to Play,70,11,20000-50000,0.8641975308641975
41852,Action,Action,70,11,20000-50000,0.8641975308641975
41853,Action,Indie,70,11,20000-50000,0.8641975308641975
41854,Casual,Free to Play,70,11,20000-50000,0.8641975308641975
41855,Casual,Action,70,11,20000-50000,0.8641975308641975
41856,Casual,Indie,70,11,20000-50000,0.8641975308641975
41857,Free to Play,Free to Play,70,11,20000-50000,0.8641975308641975
41858,Free to Play,Action,70,11,20000-50000,0.8641975308641975
41859,Free to Play,Indie,70,11,20000-50000,0.8641975308641975
41860,Indie,Free to Play,70,11,20000-50000,0.8641975308641975
41861,Indie,Action,70,11,20000-50000,0.8641975308641975
41862,Indie,Indie,70,11,20000-50000,0.8641975308641975
41863,Adventure,Anime,1380,29,20000-50000,0.9794180269694819
41864,Adventure,Sexual Content,1380,29,20000-50000,0.9794180269694819
41865,Adventure,Indie,50,12,20000-50000,0.8064516129032258
41866,Adventure,Adventure,50,12,20000-50000,0.8064516129032258
41867,Adventure,Puzzle,50,12,20000-50000,0.8064516129032258
41868,Indie,Indie,50,12,20000-50000,0.8064516129032258
41869,Indie,Adventure,50,12,20000-50000,0.8064516129032258
41870,Indie,Puzzle,50,12,20000-50000,0.8064516129032258
41871,Action,Adventure,318,46,20000-50000,0.8736263736263736
41872,Action,Action,318,46,20000-50000,0.8736263736263736
41873,Action,VR,318,46,20000-50000,0.8736263736263736
41874,Adventure,Adventure,318,46,20000-50000,0.8736263736263736
41875,Adventure,Action,318,46,20000-50000,0.8736263736263736
41876,Adventure,VR,318,46,20000-50000,0.8736263736263736
41877,Indie,Adventure,318,46,20000-50000,0.8736263736263736
41878,Indie,Action,318,46,20000-50000,0.8736263736263736
41879,Indie,VR,318,46,20000-50000,0.8736263736263736
41880,Action,Action,338,63,20000-50000,0.8428927680798005
41881,Action,Indie,338,63,20000-50000,0.8428927680798005
41882,Action,VR,338,63,20000-50000,0.8428927680798005
41883,Indie,Action,338,63,20000-50000,0.8428927680798005
41884,Indie,Indie,338,63,20000-50000,0.8428927680798005
41885,Indie,VR,338,63,20000-50000,0.8428927680798005
41886,Action,Gore,21509,7336,2000000-5000000,0.7456751603397469
41887,Action,Open World,23373,11081,500000-1000000,0.6783827712312068
41888,Action,Action,23373,11081,500000-1000000,0.6783827712312068
41889,Action,FPS,23373,11081,500000-1000000,0.6783827712312068
41890,Adventure,Open World,23373,11081,500000-1000000,0.6783827712312068
41891,Adventure,Action,23373,11081,500000-1000000,0.6783827712312068
41892,Adventure,FPS,23373,11081,500000-1000000,0.6783827712312068
41893,Adventure,Adventure,1945,128,100000-200000,0.9382537385431742
41894,Adventure,Indie,1945,128,100000-200000,0.9382537385431742
41895,Adventure,Puzzle,1945,128,100000-200000,0.9382537385431742
41896,Indie,Adventure,1945,128,100000-200000,0.9382537385431742
41897,Indie,Indie,1945,128,100000-200000,0.9382537385431742
41898,Indie,Puzzle,1945,128,100000-200000,0.9382537385431742
41899,RPG,RPG,2012,327,100000-200000,0.8601966652415562
41900,RPG,RPG,1136,287,50000-100000,0.7983134223471539
41901,Casual,Casual,40,10,20000-50000,0.8
41902,Casual,Indie,40,10,20000-50000,0.8
41903,Casual,Puzzle,40,10,20000-50000,0.8
41904,Indie,Casual,40,10,20000-50000,0.8
41905,Indie,Indie,40,10,20000-50000,0.8
41906,Indie,Puzzle,40,10,20000-50000,0.8
41907,Action,Free to Play,9386,3667,2000000-5000000,0.7190684133915575
41908,Free to Play,Free to Play,9386,3667,2000000-5000000,0.7190684133915575
41909,Massively Multiplayer,Free to Play,9386,3667,2000000-5000000,0.7190684133915575
41910,Simulation,Free to Play,9386,3667,2000000-5000000,0.7190684133915575
41911,Adventure,Free to Play,48,25,20000-50000,0.6575342465753424
41912,Adventure,Adventure,48,25,20000-50000,0.6575342465753424
41913,Adventure,Indie,48,25,20000-50000,0.6575342465753424
41914,Casual,Free to Play,48,25,20000-50000,0.6575342465753424
41915,Casual,Adventure,48,25,20000-50000,0.6575342465753424
41916,Casual,Indie,48,25,20000-50000,0.6575342465753424
41917,Free to Play,Free to Play,48,25,20000-50000,0.6575342465753424
41918,Free to Play,Adventure,48,25,20000-50000,0.6575342465753424
41919,Free to Play,Indie,48,25,20000-50000,0.6575342465753424
41920,Indie,Free to Play,48,25,20000-50000,0.6575342465753424
41921,Indie,Adventure,48,25,20000-50000,0.6575342465753424
41922,Indie,Indie,48,25,20000-50000,0.6575342465753424
41923,Action,Casual,6,3,50000-100000,0.6666666666666666
41924,Action,Action,6,3,50000-100000,0.6666666666666666
41925,Action,Indie,6,3,50000-100000,0.6666666666666666
41926,Casual,Casual,6,3,50000-100000,0.6666666666666666
41927,Casual,Action,6,3,50000-100000,0.6666666666666666
41928,Casual,Indie,6,3,50000-100000,0.6666666666666666
41929,Indie,Casual,6,3,50000-100000,0.6666666666666666
41930,Indie,Action,6,3,50000-100000,0.6666666666666666
41931,Indie,Indie,6,3,50000-100000,0.6666666666666666
41932,Action,Turn-Based,506,231,50000-100000,0.6865671641791045
41933,Strategy,Turn-Based,506,231,50000-100000,0.6865671641791045
41934,Strategy,Strategy,406,260,20000-50000,0.6096096096096096
41935,Action,Action,1748,65,50000-100000,0.9641478212906784
41936,Action,Indie,1748,65,50000-100000,0.9641478212906784
41937,Indie,Action,1748,65,50000-100000,0.9641478212906784
41938,Indie,Indie,1748,65,50000-100000,0.9641478212906784
41939,Sports,Action,1748,65,50000-100000,0.9641478212906784
41940,Sports,Indie,1748,65,50000-100000,0.9641478212906784
41941,Casual,Indie,146,22,50000-100000,0.8690476190476191
41942,Casual,Casual,146,22,50000-100000,0.8690476190476191
41943,Indie,Indie,146,22,50000-100000,0.8690476190476191
41944,Indie,Casual,146,22,50000-100000,0.8690476190476191
41945,Indie,VR,82,5,20000-50000,0.9425287356321839
41946,Indie,Indie,82,5,20000-50000,0.9425287356321839
41947,Indie,Simulation,82,5,20000-50000,0.9425287356321839
41948,Simulation,VR,82,5,20000-50000,0.9425287356321839
41949,Simulation,Indie,82,5,20000-50000,0.9425287356321839
41950,Simulation,Simulation,82,5,20000-50000,0.9425287356321839
41951,Sports,VR,82,5,20000-50000,0.9425287356321839
41952,Sports,Indie,82,5,20000-50000,0.9425287356321839
41953,Sports,Simulation,82,5,20000-50000,0.9425287356321839
41954,Action,Action,16978,1627,500000-1000000,0.9125503896801935
41955,Action,Female Protagonist,16978,1627,500000-1000000,0.9125503896801935
41956,Adventure,Action,16978,1627,500000-1000000,0.9125503896801935
41957,Adventure,Female Protagonist,16978,1627,500000-1000000,0.9125503896801935
41958,RPG,Action,16978,1627,500000-1000000,0.9125503896801935
41959,RPG,Female Protagonist,16978,1627,500000-1000000,0.9125503896801935
41960,Action,Free to Play,602,251,100000-200000,0.7057444314185228
41961,Action,Action,602,251,100000-200000,0.7057444314185228
41962,Action,Multiplayer,602,251,100000-200000,0.7057444314185228
41963,Casual,Free to Play,602,251,100000-200000,0.7057444314185228
41964,Casual,Action,602,251,100000-200000,0.7057444314185228
41965,Casual,Multiplayer,602,251,100000-200000,0.7057444314185228
41966,Free to Play,Free to Play,602,251,100000-200000,0.7057444314185228
41967,Free to Play,Action,602,251,100000-200000,0.7057444314185228
41968,Free to Play,Multiplayer,602,251,100000-200000,0.7057444314185228
41969,Indie,Free to Play,602,251,100000-200000,0.7057444314185228
41970,Indie,Action,602,251,100000-200000,0.7057444314185228
41971,Indie,Multiplayer,602,251,100000-200000,0.7057444314185228
41972,Adventure,Indie,667,104,100000-200000,0.8651102464332037
41973,Adventure,Story Rich,667,104,100000-200000,0.8651102464332037
41974,Adventure,Adventure,667,104,100000-200000,0.8651102464332037
41975,Indie,Indie,667,104,100000-200000,0.8651102464332037
41976,Indie,Story Rich,667,104,100000-200000,0.8651102464332037
41977,Indie,Adventure,667,104,100000-200000,0.8651102464332037
41978,Action,Action,21,9,20000-50000,0.7
41979,Action,Casual,21,9,20000-50000,0.7
41980,Action,Indie,21,9,20000-50000,0.7
41981,Casual,Action,21,9,20000-50000,0.7
41982,Casual,Casual,21,9,20000-50000,0.7
41983,Casual,Indie,21,9,20000-50000,0.7
41984,Indie,Action,21,9,20000-50000,0.7
41985,Indie,Casual,21,9,20000-50000,0.7
41986,Indie,Indie,21,9,20000-50000,0.7
41987,Violent,Action,213,294,100000-200000,0.42011834319526625
41988,Violent,Adventure,213,294,100000-200000,0.42011834319526625
41989,Violent,Indie,213,294,100000-200000,0.42011834319526625
41990,Action,Action,213,294,100000-200000,0.42011834319526625
41991,Action,Adventure,213,294,100000-200000,0.42011834319526625
41992,Action,Indie,213,294,100000-200000,0.42011834319526625
41993,Adventure,Action,213,294,100000-200000,0.42011834319526625
41994,Adventure,Adventure,213,294,100000-200000,0.42011834319526625
41995,Adventure,Indie,213,294,100000-200000,0.42011834319526625
41996,Indie,Action,213,294,100000-200000,0.42011834319526625
41997,Indie,Adventure,213,294,100000-200000,0.42011834319526625
41998,Indie,Indie,213,294,100000-200000,0.42011834319526625
41999,Casual,Casual,27,14,20000-50000,0.6585365853658537
42000,Casual,Simulation,27,14,20000-50000,0.6585365853658537
42001,Casual,VR,27,14,20000-50000,0.6585365853658537
42002,Simulation,Casual,27,14,20000-50000,0.6585365853658537
42003,Simulation,Simulation,27,14,20000-50000,0.6585365853658537
42004,Simulation,VR,27,14,20000-50000,0.6585365853658537
42005,Violent,Gore,223,86,20000-50000,0.7216828478964401
42006,Violent,Violent,223,86,20000-50000,0.7216828478964401
42007,Gore,Gore,223,86,20000-50000,0.7216828478964401
42008,Gore,Violent,223,86,20000-50000,0.7216828478964401
42009,Adventure,Gore,223,86,20000-50000,0.7216828478964401
42010,Adventure,Violent,223,86,20000-50000,0.7216828478964401
42011,Casual,Gore,223,86,20000-50000,0.7216828478964401
42012,Casual,Violent,223,86,20000-50000,0.7216828478964401
42013,Indie,Gore,223,86,20000-50000,0.7216828478964401
42014,Indie,Violent,223,86,20000-50000,0.7216828478964401
42015,Simulation,Sports,286,195,20000-50000,0.5945945945945946
42016,Simulation,Simulation,286,195,20000-50000,0.5945945945945946
42017,Sports,Sports,286,195,20000-50000,0.5945945945945946
42018,Sports,Simulation,286,195,20000-50000,0.5945945945945946
42019,Adventure,RPG,174,16,20000-50000,0.9157894736842105
42020,Adventure,Indie,174,16,20000-50000,0.9157894736842105
42021,Indie,RPG,174,16,20000-50000,0.9157894736842105
42022,Indie,Indie,174,16,20000-50000,0.9157894736842105
42023,RPG,RPG,174,16,20000-50000,0.9157894736842105
42024,RPG,Indie,174,16,20000-50000,0.9157894736842105
42025,Strategy,RPG,174,16,20000-50000,0.9157894736842105
42026,Strategy,Indie,174,16,20000-50000,0.9157894736842105
42027,Action,Story Rich,21705,1520,500000-1000000,0.9345532831001077
42028,Adventure,Story Rich,21705,1520,500000-1000000,0.9345532831001077
42029,Adventure,Free to Play,298,98,100000-200000,0.7525252525252525
42030,Adventure,RPG,298,98,100000-200000,0.7525252525252525
42031,Adventure,Indie,298,98,100000-200000,0.7525252525252525
42032,Free to Play,Free to Play,298,98,100000-200000,0.7525252525252525
42033,Free to Play,RPG,298,98,100000-200000,0.7525252525252525
42034,Free to Play,Indie,298,98,100000-200000,0.7525252525252525
42035,Indie,Free to Play,298,98,100000-200000,0.7525252525252525
42036,Indie,RPG,298,98,100000-200000,0.7525252525252525
42037,Indie,Indie,298,98,100000-200000,0.7525252525252525
42038,RPG,Free to Play,298,98,100000-200000,0.7525252525252525
42039,RPG,RPG,298,98,100000-200000,0.7525252525252525
42040,RPG,Indie,298,98,100000-200000,0.7525252525252525
42041,Action,Casual,70,20,20000-50000,0.7777777777777778
42042,Action,Action,70,20,20000-50000,0.7777777777777778
42043,Action,Indie,70,20,20000-50000,0.7777777777777778
42044,Casual,Casual,70,20,20000-50000,0.7777777777777778
42045,Casual,Action,70,20,20000-50000,0.7777777777777778
42046,Casual,Indie,70,20,20000-50000,0.7777777777777778
42047,Indie,Casual,70,20,20000-50000,0.7777777777777778
42048,Indie,Action,70,20,20000-50000,0.7777777777777778
42049,Indie,Indie,70,20,20000-50000,0.7777777777777778
42050,Adventure,Adventure,1151,347,100000-200000,0.7683578104138852
42051,Adventure,Indie,1151,347,100000-200000,0.7683578104138852
42052,Indie,Adventure,1151,347,100000-200000,0.7683578104138852
42053,Indie,Indie,1151,347,100000-200000,0.7683578104138852
42054,Violent,Early Access,2952,355,200000-500000,0.892651950408225
42055,Violent,VR,2952,355,200000-500000,0.892651950408225
42056,Violent,Action,2952,355,200000-500000,0.892651950408225
42057,Gore,Early Access,2952,355,200000-500000,0.892651950408225
42058,Gore,VR,2952,355,200000-500000,0.892651950408225
42059,Gore,Action,2952,355,200000-500000,0.892651950408225
42060,Action,Early Access,2952,355,200000-500000,0.892651950408225
42061,Action,VR,2952,355,200000-500000,0.892651950408225
42062,Action,Action,2952,355,200000-500000,0.892651950408225
42063,Indie,Early Access,2952,355,200000-500000,0.892651950408225
42064,Indie,VR,2952,355,200000-500000,0.892651950408225
42065,Indie,Action,2952,355,200000-500000,0.892651950408225
42066,Early Access,Early Access,2952,355,200000-500000,0.892651950408225
42067,Early Access,VR,2952,355,200000-500000,0.892651950408225
42068,Early Access,Action,2952,355,200000-500000,0.892651950408225
42069,Casual,Free to Play,2922,351,200000-500000,0.8927589367552704
42070,Casual,Visual Novel,2922,351,200000-500000,0.8927589367552704
42071,Casual,Anime,2922,351,200000-500000,0.8927589367552704
42072,Free to Play,Free to Play,2922,351,200000-500000,0.8927589367552704
42073,Free to Play,Visual Novel,2922,351,200000-500000,0.8927589367552704
42074,Free to Play,Anime,2922,351,200000-500000,0.8927589367552704
42075,Indie,Free to Play,2922,351,200000-500000,0.8927589367552704
42076,Indie,Visual Novel,2922,351,200000-500000,0.8927589367552704
42077,Indie,Anime,2922,351,200000-500000,0.8927589367552704
42078,Simulation,Free to Play,2922,351,200000-500000,0.8927589367552704
42079,Simulation,Visual Novel,2922,351,200000-500000,0.8927589367552704
42080,Simulation,Anime,2922,351,200000-500000,0.8927589367552704
42081,Adventure,Horror,8540,2688,500000-1000000,0.7605985037406484
42082,Adventure,Indie,8540,2688,500000-1000000,0.7605985037406484
42083,Indie,Horror,8540,2688,500000-1000000,0.7605985037406484
42084,Indie,Indie,8540,2688,500000-1000000,0.7605985037406484
42085,Action,Adventure,44,37,200000-500000,0.5432098765432098
42086,Action,Action,44,37,200000-500000,0.5432098765432098
42087,Action,Indie,44,37,200000-500000,0.5432098765432098
42088,Adventure,Adventure,44,37,200000-500000,0.5432098765432098
42089,Adventure,Action,44,37,200000-500000,0.5432098765432098
42090,Adventure,Indie,44,37,200000-500000,0.5432098765432098
42091,Indie,Adventure,44,37,200000-500000,0.5432098765432098
42092,Indie,Action,44,37,200000-500000,0.5432098765432098
42093,Indie,Indie,44,37,200000-500000,0.5432098765432098
42094,Casual,Indie,68,8,20000-50000,0.8947368421052632
42095,Casual,Casual,68,8,20000-50000,0.8947368421052632
42096,Casual,Visual Novel,68,8,20000-50000,0.8947368421052632
42097,Indie,Indie,68,8,20000-50000,0.8947368421052632
42098,Indie,Casual,68,8,20000-50000,0.8947368421052632
42099,Indie,Visual Novel,68,8,20000-50000,0.8947368421052632
42100,Action,Early Access,1207,1290,50000-100000,0.48338005606728074
42101,Action,Action,1207,1290,50000-100000,0.48338005606728074
42102,Action,Multiplayer,1207,1290,50000-100000,0.48338005606728074
42103,Early Access,Early Access,1207,1290,50000-100000,0.48338005606728074
42104,Early Access,Action,1207,1290,50000-100000,0.48338005606728074
42105,Early Access,Multiplayer,1207,1290,50000-100000,0.48338005606728074
42106,Violent,Action,92,123,50000-100000,0.42790697674418604
42107,Violent,RPG,92,123,50000-100000,0.42790697674418604
42108,Violent,Violent,92,123,50000-100000,0.42790697674418604
42109,Action,Action,92,123,50000-100000,0.42790697674418604
42110,Action,RPG,92,123,50000-100000,0.42790697674418604
42111,Action,Violent,92,123,50000-100000,0.42790697674418604
42112,RPG,Action,92,123,50000-100000,0.42790697674418604
42113,RPG,RPG,92,123,50000-100000,0.42790697674418604
42114,RPG,Violent,92,123,50000-100000,0.42790697674418604
42115,Indie,Strategy,246,132,20000-50000,0.6507936507936508
42116,Indie,Indie,246,132,20000-50000,0.6507936507936508
42117,Indie,Simulation,246,132,20000-50000,0.6507936507936508
42118,Simulation,Strategy,246,132,20000-50000,0.6507936507936508
42119,Simulation,Indie,246,132,20000-50000,0.6507936507936508
42120,Simulation,Simulation,246,132,20000-50000,0.6507936507936508
42121,Strategy,Strategy,246,132,20000-50000,0.6507936507936508
42122,Strategy,Indie,246,132,20000-50000,0.6507936507936508
42123,Strategy,Simulation,246,132,20000-50000,0.6507936507936508
42124,Action,Zombies,13726,14201,5000000-10000000,0.49149568517921727
42125,Action,Free to Play,13726,14201,5000000-10000000,0.49149568517921727
42126,Action,Survival,13726,14201,5000000-10000000,0.49149568517921727
42127,Free to Play,Zombies,13726,14201,5000000-10000000,0.49149568517921727
42128,Free to Play,Free to Play,13726,14201,5000000-10000000,0.49149568517921727
42129,Free to Play,Survival,13726,14201,5000000-10000000,0.49149568517921727
42130,Indie,Zombies,13726,14201,5000000-10000000,0.49149568517921727
42131,Indie,Free to Play,13726,14201,5000000-10000000,0.49149568517921727
42132,Indie,Survival,13726,14201,5000000-10000000,0.49149568517921727
42133,Massively Multiplayer,Zombies,13726,14201,5000000-10000000,0.49149568517921727
42134,Massively Multiplayer,Free to Play,13726,14201,5000000-10000000,0.49149568517921727
42135,Massively Multiplayer,Survival,13726,14201,5000000-10000000,0.49149568517921727
42136,RPG,Zombies,13726,14201,5000000-10000000,0.49149568517921727
42137,RPG,Free to Play,13726,14201,5000000-10000000,0.49149568517921727
42138,RPG,Survival,13726,14201,5000000-10000000,0.49149568517921727
42139,Action,Adventure,68,16,50000-100000,0.8095238095238095
42140,Action,Action,68,16,50000-100000,0.8095238095238095
42141,Action,Indie,68,16,50000-100000,0.8095238095238095
42142,Adventure,Adventure,68,16,50000-100000,0.8095238095238095
42143,Adventure,Action,68,16,50000-100000,0.8095238095238095
42144,Adventure,Indie,68,16,50000-100000,0.8095238095238095
42145,Indie,Adventure,68,16,50000-100000,0.8095238095238095
42146,Indie,Action,68,16,50000-100000,0.8095238095238095
42147,Indie,Indie,68,16,50000-100000,0.8095238095238095
42148,Action,Action,124,81,100000-200000,0.6048780487804878
42149,Action,Adventure,124,81,100000-200000,0.6048780487804878
42150,Action,Indie,124,81,100000-200000,0.6048780487804878
42151,Adventure,Action,124,81,100000-200000,0.6048780487804878
42152,Adventure,Adventure,124,81,100000-200000,0.6048780487804878
42153,Adventure,Indie,124,81,100000-200000,0.6048780487804878
42154,Indie,Action,124,81,100000-200000,0.6048780487804878
42155,Indie,Adventure,124,81,100000-200000,0.6048780487804878
42156,Indie,Indie,124,81,100000-200000,0.6048780487804878
42157,Casual,Casual,163,45,50000-100000,0.7836538461538461
42158,Casual,Indie,163,45,50000-100000,0.7836538461538461
42159,Casual,Visual Novel,163,45,50000-100000,0.7836538461538461
42160,Indie,Casual,163,45,50000-100000,0.7836538461538461
42161,Indie,Indie,163,45,50000-100000,0.7836538461538461
42162,Indie,Visual Novel,163,45,50000-100000,0.7836538461538461
42163,Action,Indie,78,103,20000-50000,0.430939226519337
42164,Action,Adventure,78,103,20000-50000,0.430939226519337
42165,Action,Survival,78,103,20000-50000,0.430939226519337
42166,Adventure,Indie,78,103,20000-50000,0.430939226519337
42167,Adventure,Adventure,78,103,20000-50000,0.430939226519337
42168,Adventure,Survival,78,103,20000-50000,0.430939226519337
42169,Indie,Indie,78,103,20000-50000,0.430939226519337
42170,Indie,Adventure,78,103,20000-50000,0.430939226519337
42171,Indie,Survival,78,103,20000-50000,0.430939226519337
42172,Action,Action,53,41,50000-100000,0.5638297872340425
42173,Action,Adventure,53,41,50000-100000,0.5638297872340425
42174,Action,Indie,53,41,50000-100000,0.5638297872340425
42175,Adventure,Action,53,41,50000-100000,0.5638297872340425
42176,Adventure,Adventure,53,41,50000-100000,0.5638297872340425
42177,Adventure,Indie,53,41,50000-100000,0.5638297872340425
42178,Indie,Action,53,41,50000-100000,0.5638297872340425
42179,Indie,Adventure,53,41,50000-100000,0.5638297872340425
42180,Indie,Indie,53,41,50000-100000,0.5638297872340425
42181,Simulation,Action,53,41,50000-100000,0.5638297872340425
42182,Simulation,Adventure,53,41,50000-100000,0.5638297872340425
42183,Simulation,Indie,53,41,50000-100000,0.5638297872340425
42184,Action,Action,137,119,200000-500000,0.53515625
42185,Action,Indie,137,119,200000-500000,0.53515625
42186,Action,Adventure,137,119,200000-500000,0.53515625
42187,Adventure,Action,137,119,200000-500000,0.53515625
42188,Adventure,Indie,137,119,200000-500000,0.53515625
42189,Adventure,Adventure,137,119,200000-500000,0.53515625
42190,Indie,Action,137,119,200000-500000,0.53515625
42191,Indie,Indie,137,119,200000-500000,0.53515625
42192,Indie,Adventure,137,119,200000-500000,0.53515625
42193,Action,Action,113,38,20000-50000,0.7483443708609272
42194,Action,Adventure,113,38,20000-50000,0.7483443708609272
42195,Action,Indie,113,38,20000-50000,0.7483443708609272
42196,Adventure,Action,113,38,20000-50000,0.7483443708609272
42197,Adventure,Adventure,113,38,20000-50000,0.7483443708609272
42198,Adventure,Indie,113,38,20000-50000,0.7483443708609272
42199,Indie,Action,113,38,20000-50000,0.7483443708609272
42200,Indie,Adventure,113,38,20000-50000,0.7483443708609272
42201,Indie,Indie,113,38,20000-50000,0.7483443708609272
42202,Action,Action,242,131,50000-100000,0.6487935656836461
42203,Action,Indie,242,131,50000-100000,0.6487935656836461
42204,Action,Gore,242,131,50000-100000,0.6487935656836461
42205,Indie,Action,242,131,50000-100000,0.6487935656836461
42206,Indie,Indie,242,131,50000-100000,0.6487935656836461
42207,Indie,Gore,242,131,50000-100000,0.6487935656836461
42208,Action,Action,7,17,20000-50000,0.2916666666666667
42209,Action,Adventure,7,17,20000-50000,0.2916666666666667
42210,Action,Indie,7,17,20000-50000,0.2916666666666667
42211,Adventure,Action,7,17,20000-50000,0.2916666666666667
42212,Adventure,Adventure,7,17,20000-50000,0.2916666666666667
42213,Adventure,Indie,7,17,20000-50000,0.2916666666666667
42214,Indie,Action,7,17,20000-50000,0.2916666666666667
42215,Indie,Adventure,7,17,20000-50000,0.2916666666666667
42216,Indie,Indie,7,17,20000-50000,0.2916666666666667
42217,Racing,Action,7,17,20000-50000,0.2916666666666667
42218,Racing,Adventure,7,17,20000-50000,0.2916666666666667
42219,Racing,Indie,7,17,20000-50000,0.2916666666666667
42220,Simulation,Action,7,17,20000-50000,0.2916666666666667
42221,Simulation,Adventure,7,17,20000-50000,0.2916666666666667
42222,Simulation,Indie,7,17,20000-50000,0.2916666666666667
42223,Action,Early Access,16,8,20000-50000,0.6666666666666666
42224,Action,Indie,16,8,20000-50000,0.6666666666666666
42225,Action,Casual,16,8,20000-50000,0.6666666666666666
42226,Casual,Early Access,16,8,20000-50000,0.6666666666666666
42227,Casual,Indie,16,8,20000-50000,0.6666666666666666
42228,Casual,Casual,16,8,20000-50000,0.6666666666666666
42229,Indie,Early Access,16,8,20000-50000,0.6666666666666666
42230,Indie,Indie,16,8,20000-50000,0.6666666666666666
42231,Indie,Casual,16,8,20000-50000,0.6666666666666666
